Username,Review,Rating,Thumbsup,Date
jyaj067,"Transcend the genre of comic book movie since I never thought that I was watching one, which is a good thing.",10,0,"Oct  6, 2019"
Hellojessicuhh,Brilliant film and in my opinion the best of 2019. What an experience. Mesmerising from start to finish.,10,0,"Oct  6, 2019"
H4RL3QU1N,"I'm going to be real and maybe bias about this film. If you were expecting a ""comic-book"" origin story, you came to the wrong movie, but I walked in knowing that already when the first trailer was released. It's a conflicting film of oneI'm going to be real and maybe bias about this film. If you were expecting a ""comic-book"" origin story, you came to the wrong movie, but I walked in knowing that already when the first trailer was released. It's a conflicting film of one man's spiral into his own madness and feels too real at times. He doesn't become the joker until the end of the movie, it's more about Author's descent into becoming this character is what makes this an amazing film. It is unnerving, but that feeling is what a Joker movie should be in away. There are moments of the film that blur the line between reality and fantasy, that to me is another detail that screams who joker real is, with the only answer is multiple choice of who he is or was. If there was a Joker origin story that was true to the comics, it probably wouldn't be as impactful R rated or not. This movie will be discussed and analyzed in future youtube theory/philosophical vids much like the Nolan Trilogy has been studied. As a casual Batman and Joker fan, I enjoyed this film and knew what I was going to get from this and still feel puzzled at the end of what was true and was false. But that's up to you to decide.… Expand",9,0,"Oct  6, 2019"
badeba08,Очень понравилась игра Актера и как всё срежисировано,10,0,"Oct  6, 2019"
RoshanSibi,"It's a great movie which really focuseson the character growth of Arthur Fleck(Joker).The acting of Joaquin Phoenix
is excellent. The only negative side of film is that the story is going in a slow pace.But that helped us to understand theIt's a great movie which really focuseson the character growth of Arthur Fleck(Joker).The acting of Joaquin Phoenixis excellent. The only negative side of film is that the story is going in a slow pace.But that helped us to understand the transformation of Arthur Fleck into joker in depth.… Expand",10,0,"Oct  6, 2019"
EdoYeung,"Such a good film from start to finish, you can tell how the character change little by little throughout the entire film, and at the end, all I'm getting was chills.",10,2,"Oct  6, 2019"
Yavaline,"Master class performance, touching and psychological thriller movie. Fitting beginning to a Joker that I wish to see more of.",10,0,"Oct  6, 2019"
Blasa,Cinematics: 10/10Story:    9/10Dialogues:    10/10Acting:    10/10Overall enjoyment 10,10,0,"Oct  6, 2019"
Burnsy,Hands down the best performance by any actor I've ever seen. This film is a must see. Todd Phillips hit a grand slam. This is an entire new level of film making.,10,0,"Oct  6, 2019"
finch34,"A very dark, but well made origin story. Joaquin Phoenix's rendition of the Joker is one of the best yet!",10,0,"Oct  6, 2019"
Sohamking,"Best Dark Movie I have ever seen. And it's so much thrilling, superb Acting, and superb Direction.",10,0,"Oct  6, 2019"
LORDOCCULT,Excellent movie. Joaquin Phoenix Deserves Oscar .The cinematography outstanding. Every frame is made perfectly.,10,0,"Oct  6, 2019"
Chrysafoudis,In my opinion joker is one of the best comic book movie of all time the way that the story keeps you guessing what is actually real and what is wrong is fantastic and it is a must watch watch,9,0,"Oct  6, 2019"
neguE,Movie of the year so far. Simple as. Joaquin Phoenix is on another level entirely.,10,0,"Oct  6, 2019"
JustQba,Don't listen to the critics who don't know the difference between art and reality. Go and watch the movie and make your own opinion.Joker is a masterpiece and JOAQUIN PHONEIX deserves all best actor awards of the year.,10,0,"Oct  6, 2019"
KylarStern99,Constant tension through suberb acting and direction. Joker doesn't try to justify the actions ot portrays but merely to explain then and through this explanation it asks us to look at ourselves and at the society around us.,10,0,"Oct  6, 2019"
avamae,I love this movies. Very intertaining to watch. I love his acting. Phoeni da best,10,0,"Oct  6, 2019"
Abuthekri,"The best MOVIE of all time. Joaquin Phoenix played the character very deeply, I loved every single minute of that movie. I already watched the movie twice and I'm going for the third time on Thursday. Thanks for everyone that's involved inThe best MOVIE of all time. Joaquin Phoenix played the character very deeply, I loved every single minute of that movie. I already watched the movie twice and I'm going for the third time on Thursday. Thanks for everyone that's involved in that movie.… Expand",10,0,"Oct  6, 2019"
CharlesAle,Brilhante! O filme foge qualquer adaptação comum que ja estave presente nos cinemas.,10,0,"Oct  6, 2019"
waredati,Pure ART! this is not a movie made for your entertainment.it is hard to watch it because it is so close to our real life.Only bullies gonna get triggered and offended by watching this movie!,10,3,"Oct  6, 2019"
mailliwdxb,"Perfectly paced and beautifully built, to give a suspenseful thriller that really gets you thinking.",10,0,"Oct  6, 2019"
yahyafire35,"I still haven't watched the movie, but im pretty sure it deserves a Grammy award",10,0,"Oct  6, 2019"
Dmariane,Best movie of the year! Such a wonderful performance by Joaquin Phoenix. You can relate with but at the same you don't. Impressive.,10,0,"Oct  6, 2019"
Amyroseharuka,"Una grandísima obra de arte. Hacia tiempo que no veía a todo un cine vitorear y aplaudir al final de una película. Phoenix, el Oscar para ya",10,0,"Oct  6, 2019"
Asif126,A true masterpiec!  With a top notch performance from Phoeni. The cinematography and background score was out of this world. This is a great cinema period.,10,0,"Oct  6, 2019"
Rohitmk,"Excellent,a masterpiece by Todd Philip , Joaquin Phoenix lived the life of Joker, Oscar worthy performance",10,0,"Oct  6, 2019"
Aiaw,"This review contains spoilers, click expand to view.
        
One of the best movies I've ever seen, it was nice experience. I Will watch it again… Expand",10,0,"Oct  6, 2019"
alanhsiao2001,The acting is phenomenal. You cannot help but put yourself into Arthur’s position.,10,0,"Oct  6, 2019"
Bigby156,"Phoenix is mesmerizing and it's a dark, unapologetic and a convoluted masterpiece from Todd Philips.",10,0,"Oct  6, 2019"
Cromosomus,"So beautiful, bewitching and at the same time destructive. This fictional world of cynicism and indifference seems so familiar and close ...The film is obligatory for viewing and reflection",10,0,"Oct  6, 2019"
Loneeagle,"Joaquin Phoenix brings to the screen an exceptional performance,  Oscar Worth, an exquisite blend between cinematic art, comic book character and crude reality...simply spectacular  ..",10,0,"Oct  6, 2019"
AleSke,"Incredible acting, a fresh take on a classic character, awesome cinematography and score.",10,2,"Oct  6, 2019"
danxac,"Я не помню кино, после которого мы с компанией бы ещё час осуждали на пустой ночной парковке возле кинотеатра, а ещё и по некоторым пунктам так и не сошлись во мнении и почти договорились на второй сеанс, но сеансов больше не было сегодня.Я не помню кино, после которого мы с компанией бы ещё час осуждали на пустой ночной парковке возле кинотеатра, а ещё и по некоторым пунктам так и не сошлись во мнении и почти договорились на второй сеанс, но сеансов больше не было сегодня.",10,0,"Oct  6, 2019"
Alex974,"Beautiful. A masterpiece everyone did a exceptional job on this movie, particularly Joaquin Phoenix.",10,2,"Oct  6, 2019"
Khalei27,"Debe ser la mejor producción que ha concebido DC. Hermosa producción, muy visceral y con un trabajo de Phoenix que te deja con ganas de más.",10,0,"Oct  6, 2019"
Bigburd,"Amazing. Everything I wanted and more. Dark, chilling, but filled with love for the character. Joker had me on the edge of my seat from the first scene.",10,0,"Oct  6, 2019"
UmCritico,"This review contains spoilers, click expand to view.
        
Consegue conciliar a violência com o perturbador,a trilha sonora indica muitas vezes que aquilo que está acontecendo é errado.… Expand",10,0,"Oct  6, 2019"
Sandyauriazul,La mejor . Gran actuación de joaquin.  Quisiera ver una y otra vez esta pelicula. La mejor.,10,0,"Oct  6, 2019"
Keshant,"If you are a type of guy who see only entertainment,it's your wish to watch or not.but if you are type of guy ,who enjoys noticing points and deep meanings ,then,you must go and watch.",10,0,"Oct  6, 2019"
Marmik_Emp37,Wow. Outstanding performance.Really dark & intense. Love it.10/10 for sure.,10,0,"Oct  6, 2019"
Miloag,"Sorprendente y cautivadora, es capaz de meterte casi en la cabeza de Arthur Fleck, con esa combinación perfecta entre la dirección, actuación y banda sonora, brinda una experiencia que quieres ver nuevamente.",10,0,"Oct  6, 2019"
Astro_jaime,Simply fresh and artistic! It left a deep impact as if I was watching the pianist or Logan all over again. I coulden't keep my eyes away.,10,0,"Oct  6, 2019"
Sotiris,A movie to remember... Everything was great about it..a true masterpiece 10/10,10,0,"Oct  6, 2019"
WB312,"I love Joaquin Pheonix and when I learned he was playing Joker I had to see this film. It is not a masterpiece and neither is it so bad like the snowflake reviewbombing critics are making it out to be. The acting, cinematography, and musicI love Joaquin Pheonix and when I learned he was playing Joker I had to see this film. It is not a masterpiece and neither is it so bad like the snowflake reviewbombing critics are making it out to be. The acting, cinematography, and music are goosebumps inducing. The story is also nice. Please go watch it. The weak points are a certain female character that wasn't explored more, and a certain unnecessary sub plot which I am not going to spoil and let you judge for yourself. Overall very enjoyable movie and Joaquin's Joker is a worthy successor to the great Heath Ledger's Joker. Hope Pheonix wins or gets nominated for an oscar for this chilling performance as the Joker.… Expand",8,0,"Oct  6, 2019"
Mubicritic,I really liked the movie! Very dark tough! But it’s a proper movie based on a comic book which it’s not easy to make! 5 stars!,10,0,"Oct  6, 2019"
J0shJ,"One of the best movies I’ve ever seen, ignore the critics reviews they are just stupid ****",10,0,"Oct  6, 2019"
Kidvid,Fantastic movie that doesn’t cater but tells a story of what happens when mental illness is treated by society as an “it’s your problem” problem. The pacing is a slow burn so don’t go in there thinking he’s throwing explosives pies. This isFantastic movie that doesn’t cater but tells a story of what happens when mental illness is treated by society as an “it’s your problem” problem. The pacing is a slow burn so don’t go in there thinking he’s throwing explosives pies. This is an origin story that depicts how a corrupted society has fail and what the end result yields.… Expand,10,0,"Oct  6, 2019"
Gordoguitarrist,"Amazing film. It portrays the decay of a mans pschyche and soul because of the constant transgressions of a cruel and apathic society. Joaquin Phoenix performance is volcanic, phenomenal, out of this world, and it represents this situation toAmazing film. It portrays the decay of a mans pschyche and soul because of the constant transgressions of a cruel and apathic society. Joaquin Phoenix performance is volcanic, phenomenal, out of this world, and it represents this situation to perfection, letting the spectators feel his painwithout idolozing him, or justifying his actions. This film always leaves a room for surprise, just when you think you understand the character or have sern enough pf him, PHoenix comes eith a magical gesture or laughter that leaves you speechless. Amazing soundtrack the fits the emotional tone of the movie.… Expand",10,1,"Oct  6, 2019"
MeHighLow,One of the best mainstream movies I have seen in years with exclusion of the recent Once Upon a Time in Hollywood.,10,1,"Oct  6, 2019"
SimoJawal,It's a masterpiece never seen a movie like this it wakes up the darkness inside every person who watch it so perfect,10,1,"Oct  6, 2019"
Youwouldntgetit,"This movie will appeal to your inner demons...its dark, disturbing and deliciously deranged.I'm not much of a reviewer or writer, so I'll just say this; this film is beguiling like nothing I've seen before. It's my favourite cinematicThis movie will appeal to your inner demons...its dark, disturbing and deliciously deranged.I'm not much of a reviewer or writer, so I'll just say this; this film is beguiling like nothing I've seen before. It's my favourite cinematic experience to date, and I'm a hardcore fan of cinema and film. JP is Oscar worthy as is the picture. I must see it again.… Expand",10,1,"Oct  6, 2019"
wolfpackgonzo,Movie was amazing. It's exactly what I'd imagine a real life version of Joker to be like. It sort of combines American Psycho with Batman begins. Definitely recommend it. Some of the major critics don't realize how great this movie is.Movie was amazing. It's exactly what I'd imagine a real life version of Joker to be like. It sort of combines American Psycho with Batman begins. Definitely recommend it. Some of the major critics don't realize how great this movie is. Especially if you are a fan of Batman comics cartoons and movies.… Expand,9,0,"Oct  6, 2019"
saintivan29,"Honestly a 9...there are some small flaws...but the 10 is to counter the ridiculously low ""critics"" score. The Joker works on many levels. Most importantly, identifying with the main character. Tension...great tension builds at multipleHonestly a 9...there are some small flaws...but the 10 is to counter the ridiculously low ""critics"" score. The Joker works on many levels. Most importantly, identifying with the main character. Tension...great tension builds at multiple points as you keep hoping something will go right for this poor guy...but know it won't. Joker is anathema to the woke, (a white male turns against society not because of ""toxic masculinity"" or hatred of minorities/gays/women, but because those in society have abused and neglected him) but makes PERFECT sense to the rest of us. Joker has no political overtones, but does deal with some real world issues such as mental illness and the elite/lower class.… Expand",10,1,"Oct  6, 2019"
18beeejay,"The film was dark yet visually beautiful. Phoenix pulled me into Arthur's world. I left the film satisfied and somewhat depressed. Great film, not a TYPICAL comic book movie.",9,0,"Oct  6, 2019"
MyK_DiaBLo,"Шедевральный фильм.Актёрская игра: 12/10Музыка: 12/10
Режиссура: 10/10
Атмосфера: 12/10
Восприятие : 8/10
Концовка: 8/10 Длительность: 8/10
Отличный фильм, советую тем кто устал от спецеффектов и экшена и хочет сильной драммы, блестящейШедевральный фильм.Актёрская игра: 12/10Музыка: 12/10Режиссура: 10/10Атмосфера: 12/10Восприятие : 8/10Концовка: 8/10 Длительность: 8/10Отличный фильм, советую тем кто устал от спецеффектов и экшена и хочет сильной драммы, блестящей актёрской игры, хоть и затянуто чутка и кино однозначно - не для всех. Ну и как всегда: Критики в очередной раз со*нули, 53 балла? Вы представляете? ху*не про пи**ов ставят 80-100 баллов, мол поднимают социально важные темы, так вот, Джокер более социально значим чем вся это либерастическая х*йня, не обращайте на них внимание, если вас заинтересовал трейлер, вам нравится Хоакин или просто соскучились по хорошему кино, то обязательно к просмотру.… Expand",10,0,"Oct  6, 2019"
JakePayne,"I liked it, slow burn but kept my attention. It's not really a comic book movie but that's just fine. I'd watch it again",9,0,"Oct  6, 2019"
onetwotry,Phenomenal story. Phenomenal acting. I have watched this movie 3 times already and still can't get enough of it. This movie has so much magic in it. It is probably one of the best if not THE best movie I have seen in my life. I would givePhenomenal story. Phenomenal acting. I have watched this movie 3 times already and still can't get enough of it. This movie has so much magic in it. It is probably one of the best if not THE best movie I have seen in my life. I would give this movie more than 10 if I could.… Expand,10,0,"Oct  6, 2019"
Sergei_Culickow,"Фильм очень атмосферный и арт хаусный, качественная работа оператора и прекрасная актёрская игра Хоакина Феникса и Роберта Де Ниро . Бегите на фильм пока не поздно!!! Это картина точно удостоена внимания, нежели жвачка от Marvel .Фильм очень атмосферный и арт хаусный, качественная работа оператора и прекрасная актёрская игра Хоакина Феникса и Роберта Де Ниро . Бегите на фильм пока не поздно!!! Это картина точно удостоена внимания, нежели жвачка от Marvel .",10,4,"Oct  6, 2019"
Thx11381975,"The best movie in history based on a comic character, great character development, great photography, music, sound, direction and of course the interpretation of both Joaquin Phoenix and the cast.",10,0,"Oct  6, 2019"
r_rend,DONT LISTEN TO THESE CRITICS!.this movie is awesome.Joaquin phoenix is amazing actor,10,4,"Oct  6, 2019"
Bobby_TheRookie,"Masterpiece, but keep in mind, that the madness of the main protagonist is contagious.",10,0,"Oct  6, 2019"
adrenilinmatt,"10/10, absolutely 10/10. Ignore all of the ridiculous and pathetic ""controversy"" **** and you'll be I'm for one of the best times you'll ever have at the cinema,  trust me. It's been said but phoenix is Oscars worthy here. I mean, seriously.10/10, absolutely 10/10. Ignore all of the ridiculous and pathetic ""controversy"" **** and you'll be I'm for one of the best times you'll ever have at the cinema,  trust me. It's been said but phoenix is Oscars worthy here. I mean, seriously. You won't understand til you see it so I won't say Any more.just do it.go see it. Now And then go see it again because we have a 1 time opportunity to see a movie this good while it's on the big screen. Go.… Expand",10,5,"Oct  6, 2019"
wadeistrash,"Good movie, and the best DC movie since Dark Knight. If DC continues to make dark, gritty movies like this, their movies might be good.",9,0,"Oct  6, 2019"
Bangmeister,Incredible movie. A cgaracters study of mental illness in a world with a severe lack of empathy,10,4,"Oct  6, 2019"
Likemike1989,"This movie is a masterpiece , joaquin Phoenix joker can stand toe to toe with heath ledgers joker please see this film",9,0,"Oct  6, 2019"
zdemigodx,"This was a great movie, had a blast and the mix of real and fantasy was pretty fun. liked it a lot.",10,0,"Oct  6, 2019"
ghifariaulia,"JOKER is a testament to the History of Cinema in the making.JOKER is a reminder to us all, how a proper movie should be executed. Every scene matters. Every score delivers. A staple of a movie that any filmmaker should aspire to.",10,0,"Oct  6, 2019"
BrunoVn00,"Wow, much better than I expected. I was expecting Joaquin Phoenix's performance to be the only good thing about the movie but I got a lot more. Saying that Joaquin Phoenix was wonderful in his role would be stating the obvious, because prettyWow, much better than I expected. I was expecting Joaquin Phoenix's performance to be the only good thing about the movie but I got a lot more. Saying that Joaquin Phoenix was wonderful in his role would be stating the obvious, because pretty much everyone has praised his performance and I agree, he is honestly the best actor of the year so far. Both his acting and the writing of his character is what gives Arthur Fleck/Joker a realism that we have never seen before in any other interpretation of the character. The movie really made me get inside the mind of the title character, to see that he is not just ""a crazy person"" but that he was a human like anyone else. His journey to become the iconic villain is genuinely interesting, and made me care about the character. That is why I think that the character development and acting are the best things about the movie. Robert De Niro was also pretty good. I thought that he would ""phone it in"", but he ended up doing a nice job. The cinematography was also pretty good. There is a little amount of visual storytelling(not too much and it isn't like arthouse film level or anything) and the movie looks aesthetically beautiful to be honest.My issues with this movie are with the script. There were things that felt really cliché and unoriginal. Some of the social commentary is really on the nose and obvious, and when it is included in a conversation it feels more like lazy exposition and takes away from the realism intended. Soms of the plot twists were pretty obvious and the movie treats them as big reveals.So yeah, some script decisions were really a problem, at least for me, but other than that, this movie was reaaaally good. The gritty realism of Gotham City is done so right, making this a worthy ""spiritual successor"" to Nolan's Dark Knight Trilogy.… Expand",8,0,"Oct  6, 2019"
Alexqf22,"Very good , excelente atuação , um roteiro muito bom , e kdkdkdkdndmmdmdkdkdkdk",9,0,"Oct  6, 2019"
kingferia,"Una excelente actuación, un guión increíble y una fotografía estupenda. Esto sí es hacer una película, únicamente los que la critican son los mediocres políticamente correctos",10,0,"Oct  6, 2019"
A_Yuki,I suggest people to just go watch it and stop believing what the propaganda media say about the movie. it is also one of the best movie and thee eprformance of Joaquin Phoenix is a Masterpiece. Must watch,10,4,"Oct  6, 2019"
MarkVis,"After watching the movie, my heart flew out of my chest.  Definitely a movie of the year.  Masterpiece",10,2,"Oct  6, 2019"
M_Alex,"This review contains spoilers, click expand to view.
        
An origin story for the joker that in a weirdly successful way manages to include aspects that remind you of both Ledger and Romero (as surprising as this may be). Much more serious than the recent comic book movies, but does not go into that ""brooding for the sake of brooding"" phase. Provides a complicated view of mental illness (for a movie, obviously),The ending is my only (minor) gripe. It could have ended on TV zoom-out scene.Pheonix was magnificent, De Niro also gave a great performance (for real, not just compared to Dirty Grandpa). Zazie Beetz is also fantastic.… Expand",10,0,"Oct  6, 2019"
efialtes76,"Great movie with a fantastic performance by Joaquim Phoenix,who deserves all awards.",10,0,"Oct  6, 2019"
Heaviermetal,"Just the type of departure needed, enjoyed every minute of Joker. Masterful filmmaking.",10,0,"Oct  6, 2019"
KitberP,"Awesome film. ""Mixed or average"" my butt. This film is definitely Oscar worthy.",10,0,"Oct  6, 2019"
King-Leonidas,Very thought provoking film full of masterful artistic execution and craft. Absolute must see for any one interested in crime/psychological thrillers.,10,0,"Oct  6, 2019"
LetoAtreides82,"Phoenix was awesome as the Joker and the soundtrack matches his character perfectly.  I've never read the comic books but have seen the Joker portrayed in movies and animated cartoons and movies, and I feel as though I understand hisPhoenix was awesome as the Joker and the soundtrack matches his character perfectly.  I've never read the comic books but have seen the Joker portrayed in movies and animated cartoons and movies, and I feel as though I understand his character more now.  Awesome origins movie but I definitely don't recommend bringing your children to this movie, it certainly has earned its R rating.… Expand",10,0,"Oct  6, 2019"
mrmonster,"Joker is a masterpiece, a movie destined to be a timeless classic. Joaquin Phoenix gives a performance that will go down as an all-time great in this intense, violent, disturbing crime thriller that will leave you horrified, confused, andJoker is a masterpiece, a movie destined to be a timeless classic. Joaquin Phoenix gives a performance that will go down as an all-time great in this intense, violent, disturbing crime thriller that will leave you horrified, confused, and delighted all at the same time.… Expand",10,0,"Oct  6, 2019"
Sick_Puppy,"The best  based DC comics ever made, don't listen to woke media opinions. Cinematography and performances are amazing.",9,0,"Oct  6, 2019"
Compi24,"I'm not about to turn this review into the hot take Olympics -- as many figures in the film criticism arena have undoubtedly attempted to do with their opinions on this film -- though, I will say that Todd Phillips (yes, the very same ToddI'm not about to turn this review into the hot take Olympics -- as many figures in the film criticism arena have undoubtedly attempted to do with their opinions on this film -- though, I will say that Todd Phillips (yes, the very same Todd Phillips behind such films as ""Road Trip,"" ""Old School"" and ""The Hangover"" trilogy) has really tapped into something here. Something so deeply unsettling, visceral, and yet impossible to turn away from. So mind-searingly horrific, yet deeply emotional and thematically resonant. So incredibly well-crafted and performed that I honestly cannot help but include it among my favorites for the entire year. I mean, look around. You can't swing a cat without striking someone with thoughts on this movie and its meanings/implications for our times. For all of this to emanate from a movie based on a comic book character honestly amazes me in the best way, no matter how exhausting some of the discussions have become. In an age where every comic book film is compared to and contrasted with every other iteration from its own canon, other canons, etc., I totally understand why there's a fatigue that's come about in response to it all. But here comes Todd Phillips (I'm honestly still having a hard time believing that he's the filmmaker behind this thing) with a mold-breaking, crowd-censuring treatise on everything that's wrong with our understanding of the downtrodden -- one that I feel still very elegantly straddles the line between doing this and absolutely holding the antiheroic antics of the protagonist to a standard of personal responsibility. It's a high-wire act of nerve-frying narrative choices, incredible cinematography, moral pyrotechnics, a performance that's honestly career-defining, and the Batman mythos. And it roundly accomplishes what it sets out to do. It warns. It scars. It contextualizes a world we all thought we understood in a way we could have never imagined.I love this. I love this and I know it's a movie that doesn't love me back.There's no doubt in my mind that, as a comic book movie, this has to be the greatest undertaking any creative team has ever had to assume, especially considering all the implications and discourses that the film's spawned. The creators knew the conversations that this movie was going to create and were undeterred and unafraid. I applaud them for it.… Expand",10,0,"Oct  6, 2019"
augustwo,This film was exactly what I expected it to be going in to it.  Phoenix was incredible.  The story was good.  Batman nuggets dropped in here and there but definitely all about the Joker.  Don't believe the critics.  This movie is very good.,8,5,"Oct  6, 2019"
shermy,"I'm a dedicated Phoenix fan so there is no way I would miss this movie. But I didn't have the slightest thought that it is some way it is related to the Batmans. Arthur is as stand alone as you can get. And, to me, Phoenix's magnificentI'm a dedicated Phoenix fan so there is no way I would miss this movie. But I didn't have the slightest thought that it is some way it is related to the Batmans. Arthur is as stand alone as you can get. And, to me, Phoenix's magnificent performance is as stand alone as you can get. Loved his dancing, which was enhanced by his self-made skin and bone Fred Astaire physique. The only thing that bothered me was Arthur's chain smoking. I don't think all that smoking had made any  dramatic contribution to the movie, but it did give me the impression that the incessant smoking was a proxy tobacco industry advertisement. Maybe intended to encourage young vaping addicts to switch to the real thing.… Expand",10,0,"Oct  6, 2019"
ArtilleryJay,"This review contains spoilers, click expand to view.
        
Joker came out this weekend with mixed reviews, viewers seemed to (mostly) really enjoy it, while critics reviewed it poorly. I watched it Sunday night, and the theater was mostly empty. I for the most part enjoyed the film myself; with a huge exception. The characterization of the Joker was far from what I expected. Allow me to explain, and please, stick with me until the end. This article will contain some plot point spoilers, so be forewarned! If you have not yet seen the film (and I think that you should), please click away now and watch it first!I’ll start with what I loved about Phoenix's Joker. His insanity was explained in a way that is believable, his delusions and his ‘condition’ help to shape and mold the character. That being said, I am a firm believer in never explaining the monster, when you do that it becomes less frightening. The way that the film explained it though (since it is an origin story).The big issue that I took with the characterization is this: The Joker (eventually) will have battles of wits with The Batman, who is, for all intents and purposes, the greatest detective alive. Keeping this in mind, it is imperative that The Joker be equally as intelligent as, if not more than, Bruce Wayne. That is not The Joker that we meet in this film! It is as if the writers placed all the points into luck and none into intelligence! They painted the character as a bumbling fool, he never outsmarted the police, he never tricked the mayor, he just stumbled into a way out of each situation until the end of the film.It feels like the writers did not understand the source material, or if they understood it, they simply did not care about it. There was no future proofing it. If they created in this Joker an idiot, there is no way that they can have that same Joker face Batman down the road. Like I said, I did enjoy the film mostly, I just took issue with the intelligence of (or lack of) the character.… Expand",7,0,"Oct  6, 2019"
TC-Guardian,"Absolutely brilliant movie, it plays with the discomfort of the viewer and holds nothing back. The acting to the slightest detail was brilliant, the way the posture alone completely changed the mood of the scenes, that combined with amazingAbsolutely brilliant movie, it plays with the discomfort of the viewer and holds nothing back. The acting to the slightest detail was brilliant, the way the posture alone completely changed the mood of the scenes, that combined with amazing use of sound track made this movie so thrilling, yet conflicting. I spent my entire viewing unable to look away, all while trying to dig myself further into the back of my seat.  The movie plays with the edge of what is relatable, with a society, and city that feels real enough it could just maybe exist. Which makes the story so damn believable its terrifying to watch.This is no Batman vs Superman thats for sure.… Expand",10,0,"Oct  6, 2019"
HJRodrigo,This fresh take on the Joker's origin does not do a disservice to the character.,10,0,"Oct  6, 2019"
kathleenmosbey,"Incredible direction, casting and cinematography. Wat an absolute treat to watch this masterpiece.",10,5,"Oct  6, 2019"
Aryaman,An amazing perspective!!!! & a true-to-life story that needs to be seen by everybody.,10,0,"Oct  6, 2019"
Riggluck,"Film of the year!It shows a realistic decline of a mentally ill and poor man who was bullied, abused and had one bad thing after another happen to him. He really doesn’t start out as evil or vile. His struggles are real and he is a “throwFilm of the year!It shows a realistic decline of a mentally ill and poor man who was bullied, abused and had one bad thing after another happen to him. He really doesn’t start out as evil or vile. His struggles are real and he is a “throw away”, citizen. Overlooked and ignored. The movie is thought provoking and brings to light how a society “helps” and treats our less fortunate, “unimportant “ citizens. An action packed, comic book feel.… Expand",10,5,"Oct  6, 2019"
jaquez84,"If you are looking at this film as an extreme warning against ignoring the struggles of everyday life and of ignoring struggles of people with mental disabilities then congratulations.As a film, as a piece of art meant to entertain, thisIf you are looking at this film as an extreme warning against ignoring the struggles of everyday life and of ignoring struggles of people with mental disabilities then congratulations.As a film, as a piece of art meant to entertain, this was a joke. Pun completely intended.The joker some how manages to be as boring as a movie as it is twisted. Even the darkest parts of the film fall flat because of its sedated pace. Even if you are trying to make a statement, your film still has to be good. You don’t get a pass on being entertaining for the sake of having a message. I know pretentious people will claim the movie was entertaining in an attempt to be deep. The only person who could genuinely like this film is Joaquin Phoenix playing Arthur Fleck playing Arthur Fleck. I would say people struggling to find someway to like this movie is a whole lot more dangerous than monotony.As as a score I give this a slow shot to the head full of regret. More valuable than the price of the ticket, is the time spent watching this movie and the several hours wondering why, how this could ever be made. I will never get back the time i’ve wasted back but hey “that’s life.”… Expand",0,13,"Oct  6, 2019"
egoissuffering,"A fantastic film that is visually and thematically well crafted. It effectively develops the idea that monsters are made, not born and asks the question, ""why is anyone surprised that a society that routinely goes out of its way to antagonizeA fantastic film that is visually and thematically well crafted. It effectively develops the idea that monsters are made, not born and asks the question, ""why is anyone surprised that a society that routinely goes out of its way to antagonize its undesirables helps birth monsters?""… Expand",9,13,"Oct  6, 2019"
JPK,"Mind BlowingJoker is intense, sinister, intelligent, tremendously acted, and brilliantly written.",10,10,"Oct  6, 2019"
kyokuro,Uncomfortably Satisfying. Out of this whole year I have never watched a movie that played with my emotions quite like this film. Joker is a character study on one of the most famous villains in the dc comics but this film is not what youUncomfortably Satisfying. Out of this whole year I have never watched a movie that played with my emotions quite like this film. Joker is a character study on one of the most famous villains in the dc comics but this film is not what you expect. It's more of a story of a man who has a mental illness and just keeps going to the more extreme side of insanity. This movie does that so well and Joaquin Phoenix has one of the best performances of this year and deserves on Oscar.… Expand,10,5,"Oct  6, 2019"
Samhajib,The movie was so bad i heard the guy next me snoring .......................................?,0,4,"Oct  6, 2019"
ShadowMan64,"Todd Phillips, Scott Silver and Joaquin Phoenix has done an amazing job and created a masterpiece. The acting is phenomenal and the story is wonderfully portrayed.",10,9,"Oct  6, 2019"
zNeverSleeping,"Obra de arte.Esse filme é bom em tudo que se propõe. O roteiro/Enredo são magníficos, causando empatia  com um dos vilões mais conceituados já existentes; A fotografia é muito bem trabalhada e intruidada, minuciosamente pensada; E quanto aObra de arte.Esse filme é bom em tudo que se propõe. O roteiro/Enredo são magníficos, causando empatia  com um dos vilões mais conceituados já existentes; A fotografia é muito bem trabalhada e intruidada, minuciosamente pensada; E quanto a trilha sonora... pra quem tem bom gosto, sai do cinema com um gostinho de quero mais. E quanto as atuações, Joaquin Phoenix atua dando o seu melhor, aprofundando o personagem de uma maneira que só uma excelente atuação, com um bom roteiro e direção poderiam oferecer. Enfim, melhor filme do ano sem duvidas.… Expand",10,9,"Oct  6, 2019"
Felipe7B,"The best movie I have seen in the last years. Joaquin Phoenix is awesome, he deserves the Oscar. 10/10. MASTER PIECE",10,9,"Oct  6, 2019"
Duelblade,Critics are triggered and wrong. This movie is phenomenal and the outrage is a PepeLaugh if you ask me.,10,8,"Oct  6, 2019"
CK7,"The critical average on this website does not accurately reflect the quality of Joker--it is an outstanding film. But don't take my word for it, just look at the user score, and then, once you're ready, go see this movie.",10,8,"Oct  6, 2019"
